Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      0.62     0.00      765     0.00     0.00  ContractedGaussianRF::Integrate(RadialFunction::Types2C, RadialFunction const*, Polarization const&, Polarization const&, CDcache&, Cluster const*) const
  0.00      0.62     0.00      685     0.00     0.00  GaussianRF::GetOverlap2CInternal(BasisFunctionBlockPair&, SMatrix<double>&, double) const
  0.00      0.62     0.00      653     0.00     0.00  GaussianCD::~GaussianCD()
  0.00      0.62     0.00      653     0.00     0.00  std::_Rb_tree<std::pair<int, int>, std::pair<std::pair<int, int> const, GaussianCD const*>, std::_Select1st<std::pair<std::pair<int, int> const, GaussianCD const*> >, std::less<std::pair<int, int> >, std::allocator<std::pair<std::pair<int, int> const, GaussianCD const*> > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<std::pair<int, int> const, GaussianCD const*> >, std::pair<int, int> const&)
  0.00      0.62     0.00      596     0.00     0.00  Matrix<double>::SetLimits(MatLimits const&, bool)
  0.00      0.62     0.00      592     0.00     0.00  ERIList1::~ERIList1()
  0.00      0.62     0.00      591     0.00     0.00  Matrix<double>::Matrix()
  0.00      0.62     0.00      589     0.00     0.00  ERIList1::ERIList1()
  0.00      0.62     0.00      588     0.00     0.00  ERIList::ERIList()
  0.00      0.62     0.00      588     0.00     0.00  ERIList::~ERIList()
  0.00      0.62     0.00      588     0.00     0.00  Matrix<double>::Write(std::ostream&) const
  0.00      0.62     0.00      586     0.00     0.00  Matrix<double>::Read(std::istream&)
  0.00      0.62     0.00      509     0.00     0.00  GaussianRF::GetKinetic2CInternal(BasisFunctionBlockPair&, SMatrix<double>&, double) const
  0.00      0.62     0.00      459     0.00     0.00  EnergyLevel::Add(Orbital*)
  0.00      0.62     0.00      416     0.00     0.00  ElectronContainerImplementation::GetDegeneracy() const
  0.00      0.62     0.00      378     0.00     0.00  void std::vector<Orbital*, std::allocator<Orbital*> >::_M_realloc_insert<Orbital* const&>(__gnu_cxx::__normal_iterator<Orbital**, std::vector<Orbital*, std::allocator<Orbital*> > >, Orbital* const&)
